_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
1029,BLOOMINGTON PD,BLOOMINGTON,2022-01-20T00:00:00,10:00 AM,2,,0,0,0,"","","",S COLLEGE MALL RD,E MOORES PIKE,"",0,"",39.15112089,-86.49778552,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCOLLEGEMALLRDEMOORESPIKE,""
1030,MONROE SD,BLOOMINGTON,2022-01-17T00:00:00,9:52 AM,1,,0,0,0,"","","",SOUTH OLD STATE ROAD 37,WEST ZIKES ROAD,"",0,"",39.049386,-86.541039,COUNTY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,ICE,"",NO JUNCTION INVOLVED,"",ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,WESTZIKESROADSOUTHOLDSTATEROAD37,""
1031,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-01-21T00:00:00,9:10 AM,2,,1,0,0,"","","",S WOODLAWN AVE,E 3RD ST,"",0,"",39.16422927,-86.5226335,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,IMPROPER TURNING,LEFT TURN,SWOODLAWNAVEE3RDST,""
1032,BLOOMINGTON PD,BLOOMINGTON,2022-01-22T00:00:00,4:45 PM,2,,0,0,0,"","","",E 3RD ST,S CLARIZZ BLVD,"",0,"",39.1644222,-86.4912237,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SCLARIZZBLVDE3RDST,""
1033,BLOOMINGTON PD,BLOOMINGTON,2022-01-17T00:00:00,8:48 AM,2,,2,0,0,"","","",LIBERTY DR,CONSTITUTION AVE,"",0,"",39.151195,-86.576869,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,SNOW/SLUSH,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,LIBERTYDRCONSTITUTIONAVE,""
1034,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-01-13T00:00:00,5:50 PM,2,,2,0,0,"","","",STATE RD 45,N MILO B SAMPSON LN,"",0,"",39.18622857,-86.52207604,STATE ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,STATERD45NMILOBSAMPSONLN,""
1035,MONROE SD,BLOOMINGTON,2022-01-17T00:00:00,7:08 AM,2,,0,0,0,"","","",S STRAIN RIDGE RD,E MONROE DAM RD,"",100,"",39.0185377,-86.5229058,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAWN/DUSK,CLOUDY,ICE,"",NO JUNCTION INVOLVED,"",ASPHALT,ROADWAY SURFACE CONDITION,RIGHT ANGLE,SSTRAINRIDGERDEMONROEDAMRD,""
1036,BLOOMINGTON PD,BLOOMINGTON,2022-01-22T00:00:00,8:15 AM,2,,1,0,0,"","","",N. COLLEGE AVE,W. 7TH ST,"",0,"",39.168546,-86.534862,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,W.7THSTN.COLLEGEAVE,""
1037,MONROE SD,BLOOMINGTON,2022-01-15T00:00:00,9:13 AM,1,,0,0,0,"","","",N MT GILEAD RD,N GETTY'S CREEK RD,"",1000,"",39.193437,-86.436407,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,SNOW,ICE,"",NO JUNCTION INVOLVED,"",ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,NMTGILEADRDNGETTY'SCREEKRD,""
1038,BLOOMINGTON PD,BLOOMINGTON,2022-01-08T00:00:00,6:11 PM,1,,1,0,0,"","","",E HILLSIDE DR,S HIGHLAND AVE,"",0,"",39.15050023,-86.51678048,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),RAIN,ICE,"",T-INTERSECTION,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,SHIGHLANDAVEEHILLSIDEDR,""
1039,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-01-10T00:00:00,9:00 PM,2,,0,0,0,"","","",E ATWATER AVE,S PARK AVE,"",0,"",39.16331839,-86.52381904,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",UNKNOWN,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,SPARKAVEEATWATERAVE,""
1040,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-01-24T00:00:00,10:25 AM,2,,0,0,0,"","","",E 3RD ST,S BALLANTINE RD,"",0,"",39.16427953,-86.5191578,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SBALLANTINERDE3RDST,""
1041,BLOOMINGTON PD,BLOOMINGTON,2022-01-20T00:00:00,9:55 AM,2,,0,0,0,"","","",3200 E. JOHN HINKLE,PETE ELLIS DR,"",300,"",39.1702807,-86.4943792,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,PETEELLISDR3200E.JOHNHINKLE,""
1042,BLOOMINGTON PD,BLOOMINGTON,2022-01-25T00:00:00,4:20 PM,2,,0,0,0,"","","",1400 S. BRENDA LN,FESS AVE,"",300,"",39.1512172,-86.5260973,LOCAL/CITY ROAD,"",URBAN,Y,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,FESSAVE1400S.BRENDALN,""
1043,MONROE SD,"",2022-01-11T00:00:00,7:40 AM,2,,0,0,0,"","","",SOUTH STRAINRIDGE RD,EAST MONROE DAM ROAD,"",0,"",39.0185377,-86.5229058,COUNTY ROAD,"",RURAL,N,N,N,"",DAWN/DUSK,CLOUDY,ICE,"",T-INTERSECTION,"",ASPHALT,ROADWAY SURFACE CONDITION,OPPOSITE DIRECTION SIDESWIPE,SOUTHSTRAINRIDGERDEASTMONROEDAMROAD,""
1044,BLOOMINGTON PD,BLOOMINGTON,2022-01-04T00:00:00,3:44 PM,2,,0,0,0,"","","",S LEONARD SPRINGS RD,STATE RD 45,"",0,"",39.14112637,-86.58263179,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,STATERD45SLEONARDSPRINGSRD,""
1045,MONROE SD,ELLETTSVILLE,2022-01-20T00:00:00,10:51 AM,1,,0,0,0,"","","",W DELAP RD,N MAPLE GROVE RD,"",0,"",39.2653509,-86.56940792,COUNTY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,TIRE FAILURE OR DEFECTIVE,RAN OFF ROAD,WDELAPRDNMAPLEGROVERD,""
1046,MONROE SD,"",2022-01-17T00:00:00,1:30 PM,1,,1,0,0,"","","",S ROGERS ST,WALLACE CT,"",0,"",39.102615,-86.539765,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,ICE,"",T-INTERSECTION,"",ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,WALLACECTSROGERSST,""
1047,BLOOMINGTON PD,BLOOMINGTON,2022-01-26T00:00:00,11:16 AM,2,,0,0,0,"","","",2966 E 3RD STREET,"","",0,"",39.1621793,-86.49184633,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER TURNING,RIGHT TURN,2966E3RDSTREET,""
1048,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-01-26T00:00:00,9:55 AM,2,,0,0,0,"","","",E 17TH ST,N DUNN ST,"",0,"",39.17899511,-86.52840025,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NDUNNSTE17THST,""
1049,MONROE SD,BLOOMINGTON,2022-01-31T00:00:00,8:30 PM,2,,0,0,0,"","","",W FULLERTON PIKE,S MONROE MEDICAL PARK BLVD,"",0,"",39.12220209,-86.57314679,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",TRAFFIC CIRCLE/ROUNDABOUT,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,WFULLERTONPIKESMONROEMEDICALPARKBLVD,""
1050,BLOOMINGTON PD,BLOOMINGTON,2022-01-16T00:00:00,11:15 PM,2,,0,0,0,"","","",N WASHINGTON ST,E 19TH ST,"",0,"",39.18137921,-86.53234106,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,IMPROPER TURNING,RIGHT ANGLE,NWASHINGTONSTE19THST,""
1051,MONROE SD,BLOOMINGTON,2022-01-27T00:00:00,3:23 PM,1,,0,0,0,"","","",E ROBINSON RD,N HUDOFF RD,"",0,"",39.24932626,-86.46419338,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,NHUDOFFRDEROBINSONRD,""
1052,BLOOMINGTON PD,BLOOMINGTON,2022-01-18T00:00:00,8:50 AM,1,,1,0,0,"","","",E THORNTON DR,S TROY CT,"",0,"",39.14901133,-86.52384888,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,STROYCTETHORNTONDR,""
1053,BLOOMINGTON PD,BLOOMINGTON,2022-01-04T00:00:00,10:50 AM,2,,0,0,0,"","","",E GRIMES LN,S WALNUT ST,"",0,"",39.15336096,-86.53371735,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SWALNUTSTEGRIMESLN,""
1054,BLOOMINGTON PD,BLOOMINGTON,2022-01-05T00:00:00,11:39 AM,2,,0,0,0,"","","",S. LIBERTY DR,W. 3RD ST,"",200,"",39.164606,-86.579131,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,W.3RDSTS.LIBERTYDR,""
1055,BLOOMINGTON PD,BLOOMINGTON,2022-01-11T00:00:00,4:09 AM,2,,0,0,0,"","","",S JEFFERSON ST,E 5TH ST,"",0,"",39.166783,-86.50714821,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SJEFFERSONSTE5THST,""
1056,BLOOMINGTON PD,BLOOMINGTON,2022-01-07T00:00:00,11:31 AM,2,,0,0,0,"","","",3205 W SR 45,SAM'S CLUB ENTRANCE,"",0,"",0,0,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SAM'SCLUBENTRANCE3205WSR45,""
1057,BLOOMINGTON PD,BLOOMINGTON,2022-01-06T00:00:00,4:05 AM,2,,0,0,0,"","","",1100 S COLLEGE MALL RD,"","",0,"",39.15344214,-86.49741358,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,1100SCOLLEGEMALLRD,""
1058,BLOOMINGTON PD,BLOOMINGTON,2022-01-13T00:00:00,2:23 AM,2,,0,0,0,"","","",3200 E 3RD ST,"","",0,"",39.16403517,-86.49271256,"","",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,UNSAFE BACKING,BACKING CRASH,3200E3RDST,""
1059,MONROE SD,"",2022-03-25T00:00:00,3:41 PM,2,,0,0,0,"","","",STATE RD 46,"","",0,"",39.19743372,-86.57373756,STATE ROAD,"",RURAL,N,Y,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,STATERD46,""
1060,ISP BLOOMINGTON 33,BLOOMINGTON,2022-04-13T00:00:00,7:00 PM,1,,1,0,0,"","","",I-69,"","",500,"",39.29512645,-86.51818102,INTERSTATE,"",RURAL,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO MAINTAIN LANE,RAN OFF ROAD,I-69128,""
1061,BLOOMINGTON PD,BLOOMINGTON,2022-04-13T00:00:00,1:13 PM,3,,1,0,0,"","","",W. 3RD ST,I69/37 OVERPASS,"",0,"",0,0,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",CONCRETE,FOLLOWING TOO CLOSELY,REAR END,W.3RDSTI69/37OVERPASS,""
1062,BLOOMINGTON PD,BLOOMINGTON,2022-05-10T00:00:00,12:50 PM,2,,0,0,0,"","","",N STATE ROAD 69,W BLOOMFIELD RD,"",0,"",39.14873855,-86.57105631,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WBLOOMFIELDRDNSTATEROAD69,""
1063,MONROE SD,BLOOMINGTON,2022-01-28T00:00:00,2:55 PM,1,,0,0,0,301,"","",N COLLEGE AVE.,"","",0,"",39.16889773,-86.53546631,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,SNOW,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,FAILURE TO MAINTAIN LANE,SAME DIRECTION SIDESWIPE,NCOLLEGEAVE.,""
1064,MONROE SD,BLOOMINGTON,2022-02-07T00:00:00,7:22 PM,1,,0,0,1,"","","",S SR 446,S KNIGHTRIDGE RD,"",2600,"",39.12480503,-86.43723367,STATE ROAD,"",RURAL,N,Y,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SSR446SKNIGHTRIDGERD,""
1065,BLOOMINGTON PD,BLOOMINGTON,2022-04-04T00:00:00,2:40 PM,2,,0,0,0,"","","",W 2ND ST,S WALNUT ST,"",0,"",39.16135329,-86.53368701,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,IMPROPER TURNING,RIGHT ANGLE,W2NDSTSWALNUTST,""
1066,BLOOMINGTON PD,BLOOMINGTON,2022-05-04T00:00:00,10:50 AM,2,,0,0,0,857,"","",S. AUTO MALL ROAD,"","",0,"",39.155983,-86.495678,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,S.AUTOMALLROAD,""
1067,MONROE SD,BLOOMINGTON,2022-05-02T00:00:00,12:30 AM,1,,0,0,0,"","","",7590 S BREEDEN ROAD,"","",0,"",0,0,COUNTY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,7590SBREEDENROAD,""
1068,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-05-07T00:00:00,12:00 AM,1,,0,0,1,"","","",STATE RD 45,N FEE LN,"",0,"",39.18593716,-86.51965088,STATE ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,STATERD45NFEELN,""
1069,MONROE SD,BLOOMINGTON,2022-02-18T00:00:00,5:05 PM,2,,0,0,0,5006,"","",S ROGERS ST,"","",0,"",39.11128054,-86.54029614,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SROGERSST,""
1070,MONROE SD,"",2022-04-24T00:00:00,10:01 AM,2,,0,0,0,"","","",S ROGERS ST,W GREEN RD,"",0,"",39.13111026,-86.53856298,"","",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,WGREENRDSROGERSST,""
1071,BLOOMINGTON PD,BLOOMINGTON,2022-02-23T00:00:00,7:15 AM,2,,2,0,0,"","","",E MOORES PIKE,S RENWICK BLVD,"",0,"",39.15045414,-86.50030394,"","",URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SRENWICKBLVDEMOORESPIKE,""
1072,MONROE SD,BLOOMINGTON,2022-03-30T00:00:00,2:48 PM,2,,0,0,0,"","","",N WALNUT ST,E WHISNAND RD,"",0,"",39.22469874,-86.53987564,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,NON-COLLISION,NWALNUTSTEWHISNANDRD,""
1073,ISP BLOOMINGTON 33,BLOOMINGTON,2022-05-18T00:00:00,11:42 PM,2,,0,0,0,4725,"","",GUTHRIE ROAD,"","",0,"",38.99540394,-86.46403962,PRIVATE DRIVE,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,MUDDY,"",NO JUNCTION INVOLVED,"",OTHER - EXPLAIN IN NARRATIVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,GUTHRIEROAD,""
1074,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-03-09T00:00:00,9:07 PM,2,,0,0,0,"","","",N STATE ROAD 45/46 BYPASS,E 10TH ST,"",0,"",39.17181532,-86.50247402,STATE ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSTATEROAD45/46BYPASSE10THST,""
1075,ISP BLOOMINGTON 33,BLOOMINGTON,2022-04-22T00:00:00,4:51 PM,1,,0,0,1,"","","",I-69,"","",0,"",39.07664609,-86.58677907,INTERSTATE,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,ANIMAL/OBJECT IN ROADWAY,RIGHT ANGLE,I-69111.3,""
1076,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-22T00:00:00,5:00 PM,2,,0,0,0,"","","",S DUNN ST,"","",0,"",39.16599069,-86.52771696,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,SDUNNST,""
1077,MONROE SD,BLOOMINGTON,2022-05-14T00:00:00,6:40 PM,1,,0,0,0,"","","",I-69,"","",264,"",39.06875193,-86.67331907,INTERSTATE,"",RURAL,N,Y,N,"",DAYLIGHT,RAIN,WATER (STANDING OR MOVING),"",NO JUNCTION INVOLVED,"",CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I-69,""
1078,BLOOMINGTON PD,BLOOMINGTON,2022-03-11T00:00:00,2:39 PM,2,,0,0,0,"","","",N WALNUT ST,E GLENDORA DR,"",0,"",39.19024889,-86.53320713,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,SNOW,WET,"",T-INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTEGLENDORADR,""
1079,BLOOMINGTON PD,BLOOMINGTON,2022-05-07T00:00:00,11:00 AM,2,,0,0,0,"","","",N FESS AVE,E 10TH ST,"",0,"",39.17126705,-86.52583248,"","",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,NFESSAVEE10THST,""
1080,BLOOMINGTON PD,BLOOMINGTON,2022-03-08T00:00:00,4:29 PM,2,,0,0,0,500,"","",S LIBERTY DR; KROGER,"","",0,"",39.16323261,-86.58074635,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,REAR END,SLIBERTYDR;KROGER,""
1081,BLOOMINGTON PD,BLOOMINGTON,2022-04-07T00:00:00,2:12 PM,2,,0,0,0,"","","",N COLLEGE AVE,W 17TH ST,"",0,"",39.17902907,-86.53470702,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FIVE POINT OR MORE,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,W17THSTNCOLLEGEAVE,""
1082,BLOOMINGTON PD,BLOOMINGTON,2022-04-01T00:00:00,4:23 AM,2,,0,0,0,"","","",W KIRKWOOD AVE,N COLLEGE AVE,"",0,"",39.16660832,-86.53490729,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WKIRKWOODAVENCOLLEGEAVE,""
1083,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-09T00:00:00,2:10 AM,2,,0,0,0,"","","",E ATWATER AVE,S FESS AVE,"",0,"",39.16311695,-86.52583275,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SFESSAVEEATWATERAVE,""
1084,BLOOMINGTON PD,BLOOMINGTON,2022-05-18T00:00:00,5:59 PM,2,,2,0,0,"","","",E 3RD ST,S COLLEGE MALL RD,"",0,"",39.16427225,-86.49812526,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCOLLEGEMALLRDE3RDST,""
1085,BLOOMINGTON PD,BLOOMINGTON,2022-04-09T00:00:00,12:00 AM,2,,0,0,0,"","","",N COLLEGE AVE,W. 8TH ST,"",50,"",39.17012858,-86.53482298,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,W.8THSTNCOLLEGEAVE,""
1086,BLOOMINGTON PD,BLOOMINGTON,2022-04-10T00:00:00,4:40 PM,2,,0,0,0,"","","",N WALNUT ST,W 10TH ST,"",0,"",39.17168224,-86.53357691,"","",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT TURN,W10THSTNWALNUTST,""
1087,MONROE SD,BLOOMINGTON,2022-02-04T00:00:00,2:10 AM,1,,0,0,0,"","","",INTERSTATE 69,SOUTH STATE ROAD 37,"",0,"",39.11107904,-86.5602005,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,SNOW/SLUSH,"",INTERCHANGE,"",ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,SOUTHSTATEROAD37INTERSTATE69,""
1088,MONROE SD,BLOOMINGTON,2022-04-17T00:00:00,6:45 AM,4,,0,0,0,4137,"","",W STATE RD 46,"","",0,"",39.2125186,-86.5884992,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BACKING CRASH,WSTATERD46,""
1089,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-27T00:00:00,3:30 PM,1,,0,0,0,"","","",E UNIVERSITY RD,N FEE LN,"",0,"",39.17581389,-86.5166629,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,NFEELNEUNIVERSITYRD,""
1090,MONROE SD,BLOOMINGTON,2022-02-17T00:00:00,8:05 PM,2,,0,0,0,"","","",STATE RD 46,N CURRY PIKE,"",0,"",39.19368655,-86.57138948,STATE ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),SNOW,ICE,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,STATERD46NCURRYPIKE,""
1091,BLOOMINGTON PD,BLOOMINGTON,2022-02-23T00:00:00,8:54 AM,1,,0,0,0,"","","",W CLUB HOUSE DR,"","",0,"",39.20111544,-86.54001964,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,RAN OFF ROAD,WCLUBHOUSEDR,""
1092,BLOOMINGTON PD,BLOOMINGTON,2022-04-26T00:00:00,11:46 AM,2,,0,0,0,"","","",COLLEGE MALL ROAD,"","",0,"",0,0,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,COLLEGEMALLROAD,""
