Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
ISP BLOOMINGTON 33,BLOOMINGTON,7/2/2019,1:35 PM,2,0,0,0,0,,,,W FOUNTAIN,W 11TH ST,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,Y-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,11THSTFOUNTAINDR,LANE CONTROL
MONROE SD,BLOOMINGTON,7/2/2019,8:29 AM,2,0,0,0,0,,,,W WOODYARD,W WALCOTT LN,,1000,S,39.201488,-86.601968,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,WESTWALCOTTLNWESTWOODYARDRD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,4:59 PM,2,0,0,0,0,,,,SR 46,KINGSTON DR S,,,,39.16424,-86.492944,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,RAN OFF ROAD,E3RDSTSKINGSTONDR,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,2:05 PM,2,0,1,0,0,,,,S WALNUT,E GRIMES LN,,,,39.15344,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,EGRIMESLNSWALNUTST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,9:15 AM,1,0,0,0,0,,,,S WALNUT,E KIRKWOOD AVE,,,,39.16664,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,RAN OFF ROAD,KIRKWOODAVEWALNUTST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,4:51 PM,3,0,0,0,0,,,,N WALNUT,W OLD SR 37,,300,S,39.20704,-86.534704,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTOLDSTATEROAD37RD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,12:52 AM,2,0,0,0,0,,,,W 1ST,S COLLEGE AVE,,,,39.17688,-86.534736,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OPPOSITE DIRECTION SIDESWIPE,1STSTCOLLEGEAVE,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,10:47 PM,3,0,1,0,0,,,,SR 45/46,N MONROE ST,,500,E,39.186944,-86.5468,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NMONROESTWSTATEROAD4546BYP,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,7/3/2019,5:56 PM,1,0,0,0,0,,,,I-69 S,,,,,0,0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,I69125,LANE CONTROL
MONROE SD,BLOOMINGTON,7/3/2019,5:50 PM,1,0,0,0,0,,,,S LEONARD SPRINGS,,,600,N,39.17761509,-86.59514,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,LIZZYLNSLEONARDSPRINGSRD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,4:51 AM,1,0,0,0,0,,,,S SARE,E ROGERS RD,,100,S,39.13584,-86.496288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,ROGERSRDSSARERD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,3:43 PM,2,0,0,0,0,,,,W 3RD,,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,I69OPASW3RDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/3/2019,12:34 PM,2,0,0,0,0,,,,W FOUNTAIN,N CRESCENT RD,,100,S,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,CRESENTRDFOUNTAINDR,LANE CONTROL
MONROE SD,BLOOMINGTON,7/3/2019,7:45 PM,2,0,0,0,0,,,,W MAPLE GROVE,N MATTHEWS DR,,,,39.245408,-86.6204,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,OTHER - EXPLAIN IN NARRATIVE,NMATTHEWSDRWMAPLEGROVERD,STOP SIGN
MONROE SD,BLOOMINGTON,7/4/2019,7:11 AM,2,0,0,0,0,,,,SR 45,INDUSTRIAL BLVD,,,,39.1436,-86.58031,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,INDUSTRIALBLVDSR45W,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,7/4/2019,5:21 AM,1,0,0,0,0,,,,SR 48,N OARD RD,,,,39.164848,-86.62,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,OARDRDSR48E,NONE
BLOOMINGTON PD,BLOOMINGTON,7/5/2019,2:00 PM,2,0,0,0,0,,,,S WALNUT,E GRIMES LN,,,,39.15344,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EGRIMESLNSWALNUTST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,7/5/2019,4:35 AM,1,0,0,0,0,,,,S COLLEGE,W 3RD ST,,,,39.16464,-86.534816,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,3RDSTCOLLEGEAVE,NONE
BLOOMINGTON PD,BLOOMINGTON,7/5/2019,3:51 PM,2,0,0,0,0,,,,W 7TH,N COLLEGE AVE,,,,39.168656,-86.534784,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,7THSTNCOLLEGEAVE,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,7/5/2019,5:22 PM,1,0,1,0,0,,,,E SAMPLE,N WAYPORT RD,,1320,E,39.26577609,-86.52091166,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,ESAMPLERDNWAYPORTRD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/5/2019,8:00 AM,2,0,0,0,0,,,,E 4TH,S DUNN ST,,200,W,39.165648,-86.528144,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,,,,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,,,E4THSTSDUNNST,NONE
MONROE SD,BLOOMINGTON,7/5/2019,6:45 AM,1,0,0,0,0,,,,E ROBINSON,W OLD SR 37,,450,N,39.28795694,-86.49927,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EROBINSONRDOLDSTATE37NRD,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,7/5/2019,4:37 PM,2,0,0,0,0,,,,I-69 S,,,,,0,0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,I69125,LANE CONTROL
MONROE SD,BLOOMINGTON,7/5/2019,5:26 PM,2,0,1,0,0,,,,S HANDY,S AIRLINE RD,,100,S,39.08287477,-86.48688,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,Y-INTERSECTION,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,SAIRLINERDSHANDYRD,NONE
MONROE SD,BLOOMINGTON,7/5/2019,9:08 PM,1,0,0,0,0,,,,S WALNUT ST PIKE,E CRESTLINE DR,,210,N,39.116352,-86.526496,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,RAN OFF ROAD RIGHT,RAN OFF ROAD,ECRESTLINEDRSWALNUTSTREETPIKE,NONE
ELLETTSVILLE PD,ELLETTSVILLE,7/5/2019,4:56 PM,2,0,0,0,0,,,,SR 46,N 1ST ST,,100,E,39.23125467,-86.62103537,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,FIRSTSTSR46W,NONE
BLOOMINGTON PD,BLOOMINGTON,7/5/2019,1:22 PM,2,0,0,0,0,,,,W 3RD,S MULLER PKWY,,,,39.1645,-86.5627,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SOUTHMULLERPKWYWEST3RDST,NONE
BLOOMINGTON PD,BLOOMINGTON,7/6/2019,5:20 PM,2,0,0,0,0,,,,W 2ND,S COLLEGE AVE,,,,39.16138,-86.53493,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHCOLLEGEAVEWEST2NDST,TRAFFIC CONTROL SIGNAL
ELLETTSVILLE PD,ELLETTSVILLE,7/6/2019,7:38 AM,2,0,0,0,0,,,,SR 46,N SMITH PIKE,,,,39.20997,-86.58271,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER ASLEEP OR FATIGUED,REAR END,SMITHPIKERDSR46W,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/6/2019,2:40 AM,1,0,0,0,1,,,,N WALNUT,W OLD SR 37,,,,39.20704,-86.534704,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NORTHWALNUTSTOLDSTATEROAD37RD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/6/2019,3:40 PM,1,0,0,0,0,,,,SR 46,SR 446,,,,39.164448,-86.471888,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,E3RDSTSSTATEROAD446RD,NONE
MONROE SD,BLOOMINGTON,7/6/2019,1:55 PM,1,0,0,0,0,7469,,,N CANYON,,,,,39.13304,-86.522288,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,DRIVER ILLNESS,RAN OFF ROAD,NCANYONCT,NONE
BLOOMINGTON PD,BLOOMINGTON,7/6/2019,12:48 AM,1,0,0,0,0,,,,N HEADLEY,E TREADWELL LN,,100,N,39.19008,-86.514288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,ETREADWELLLNNHEADLEYRD,NONE
BLOOMINGTON PD,BLOOMINGTON,7/6/2019,1:41 PM,2,0,0,0,0,,,,S ROCKPORT,W TAPP RD,,,,39.03354222,-86.61119288,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHROCKPORTRDWESTTAPPRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/7/2019,1:35 PM,2,0,0,0,0,,,,E 1ST,S HAWTHORNE DR,,100,W,39.159344,-86.520096,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,E1STSTSHAWTHORNEDR,NONE
MONROE SD,BLOOMINGTON,7/7/2019,7:18 PM,2,0,1,0,0,,,,I-69 S,,,0,N,41.35203651,-85.08767543,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,I69S128,NONE
MONROE SD,BLOOMINGTON,7/7/2019,1:50 PM,2,0,0,0,0,,,,S OLD SR 37,S KETCHAM RUNAROUND,,,,39.07115,-86.54444,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,OLDSR37RDSKETCHAMROUNDABOUTRD,STOP SIGN
MONROE SD,BLOOMINGTON,7/7/2019,7:40 PM,1,0,0,0,0,,,,SR 37,W ACUFF RD,,2156,S,0,0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,ACUFFRDSR37,NONE
BLOOMINGTON PD,BLOOMINGTON,7/8/2019,10:35 AM,2,0,0,0,0,,,,E 3RD,S SWAIN AVE,,,,39.16424,-86.5152,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,E3RDSTSSWAINAVE,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/8/2019,7:29 PM,2,0,0,0,0,,,,E 3RD,S WOODSCREST DR,,,,39.16427,-86.50241,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,THIRDSTWOODCRESTDR,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/8/2019,5:50 PM,3,0,2,0,0,,,,SR 45,INDUSTRIAL BLVD,,200,E,39.14387261,-86.57995526,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SR45WWINDUSTRIALBLVD,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,7/8/2019,5:25 PM,2,0,0,0,0,,,,SR 37,S VICTOR PIKE,,,,39.105552,-86.551104,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR37SVICTORPIKE,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,BLOOMINGTON,7/8/2019,8:55 AM,2,0,0,0,0,,,,I-69 S,,,,,0,0,INTERSTATE,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,I69115.0,LANE CONTROL
MONROE SD,BLOOMINGTON,7/8/2019,8:13 PM,1,0,1,0,0,,,,MAEFIELD,N UNION VALLEY RD,,100,E,39.22101,-86.59269865,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NUNIONVALLEYRDWMAEFIELDST,NONE
MONROE SD,BLOOMINGTON,7/8/2019,9:10 AM,2,0,1,0,0,,,,S CURRY,W GIFFORD RD,,200,N,39.156896,-86.582704,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SCURRYPIKEWGIFFORDRD,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/8/2019,12:10 PM,2,0,0,0,0,,,,SR 45/46,E MATLOCK RD,,,,39.18629,-86.52982,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,MATLOCKRDSR46,TRAFFIC CONTROL SIGNAL
ELLETTSVILLE PD,ELLETTSVILLE,7/8/2019,9:51 AM,2,0,0,0,0,,,,SR 46,N LOVE LN,,,,39.219152,-86.602304,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,LOVELNSR46W,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,7/8/2019,10:37 PM,2,0,0,0,0,,,,W 12TH,N ILLINOIS ST,,100,W,39.174352,-86.55075286,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,SAME DIRECTION SIDESWIPE,12THSTILLINOISST,NONE
ELLETTSVILLE PD,ELLETTSVILLE,7/8/2019,7:34 AM,1,0,0,1,0,,,,W NESTLE DOWN,N MARGIE CT,,45,E,39.22827,-86.59678389,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,DRIVER ILLNESS,RAN OFF ROAD,MAGGIECTNESTLEDOWNDR,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,7/9/2019,1:15 PM,2,0,1,0,0,,,,E WINSLOW,S WALNUT ST,,,,39.13597,-86.53111,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EWINSLOWRDSWALNUTST,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/9/2019,9:26 AM,2,0,0,0,0,,,,E 10TH,N WALNUT GROVE ST,,,,39.17162,-86.52099,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,RIGHT ANGLE,TENTHSTWALNUTGROVEST,NONE
BLOOMINGTON PD,BLOOMINGTON,7/9/2019,4:25 PM,3,0,0,0,0,,,,W KIRKWOOD,S ROGERS ST,,50,W,39.166672,-86.538608,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROGERSSTWKIRKWOODAVE,NONE
BLOOMINGTON PD,BLOOMINGTON,7/9/2019,11:52 AM,2,0,0,0,0,,,,S COLLEGE MALL,E 2ND ST,,,,39.16144,-86.534848,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST2NDSTSOUTHCOLLEGEMALL,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/9/2019,9:23 AM,2,0,0,0,0,,,,W COUNTRY CLUB,S BANTA AVE,,75,E,39.136304,-86.544592,LOCAL/CITY ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SBANTAAVEWCOUNTRYCLUBDR,LANE CONTROL
MONROE SD,BLOOMINGTON,7/9/2019,12:01 AM,1,0,0,0,0,,,,W HOWARD,,,2500,N,0,0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/HILLCREST,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,HOWARDRDSTRD43HWY,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/10/2019,10:04 AM,2,0,0,0,0,,,,SR 45,SR 45/46,,,,39.171648,-86.502096,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,10THSTSR46E,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,BLOOMINGTON,7/10/2019,3:35 PM,2,0,1,0,0,,,,SR 48,S CURRY PIKE,,,,39.16464,-86.58296,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,CURRYPIKESR48,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,7/10/2019,11:10 AM,2,0,0,0,0,,,,S WALNUT,W KIRKWOOD AVE,,,,39.16658,-86.53361,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,KIRKWOODAVESWALNUTST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,7/10/2019,1:18 PM,2,0,1,0,0,,,,N CURRY,W JONATHAN DR,,200,S,39.14720909,-86.58295,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NCURRYPIKEWJOHNATHANDR,NONE
BLOOMINGTON PD,BLOOMINGTON,7/10/2019,2:25 PM,2,0,0,0,0,,,,S WALNUT,E HILLSIDE DR,,,,39.150544,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,Y,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EHILLSIDEDRSWALNUTST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,7/10/2019,3:00 PM,1,0,0,0,0,,,,E 14TH,N FORREST AVE,,,,39.17604,-86.52245,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,OTHER - EXPLAIN IN NARRATIVE,FORRESTAVEFOURTEENTHST,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,7/11/2019,11:00 AM,1,0,0,0,0,,,,E 17TH,N WALNUT GROVE ST,,75,E,39.17895596,-86.52082339,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,OTHER - EXPLAIN IN NARRATIVE,EAST17THSTWALNUTGROVEST,NONE
MONROE SD,BLOOMINGTON,7/11/2019,5:12 PM,2,0,0,0,0,,,,N CURRY,W GRAND AVE,,,,39.16649,-86.58296,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,GRANDAVENCURRYPIKE,NONE
BLOOMINGTON PD,BLOOMINGTON,7/11/2019,4:25 PM,2,0,0,0,0,,,,N WALNUT,E 9TH ST,,,,39.170544,-86.533536,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,E9THSTNWALNUTST,NONE
