_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
2029,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 17TH ST,N DUNN ST,,,,39.180863,-86.523711,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,DUNNSTEAST17THST,STOP SIGN,2021-05-25 14:23:00
2030,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S FRIENDSHIP RD,E LAMPKINS RIDGE RD,,,,39.143056,-86.406096,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,ELAMPKINSRIDGERDSFRIENDSHIPRD,STOP SIGN,2021-05-25 16:07:00
2031,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0,0,,,,N JORDAN AVE,ENTRANCE TO WELLS LIBRARY,,375.0,N,39.20851146,-86.516143,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,E7THSTJORDANAVE,LANE CONTROL,2021-05-25 20:00:00
2032,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST,E 3RD ST,,,,39.16464,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,WRONG WAY ON ONE WAY,RIGHT ANGLE,EAST3RDSTSOUTHWALNUTST,TRAFFIC CONTROL SIGNAL,2021-05-25 20:10:00
2033,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,3401,,,W WAPEHANI RD,,,,,39.256512,-86.525936,UNKNOWN,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,BRAKE FAILURE OR DEFECTIVE,RAN OFF ROAD,WWAPEHANIRD,NONE,2021-05-25 20:59:00
2034,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,I-69 N,,,100.0,S,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,COLLISION WITH OBJECT IN ROAD,I69N123.0,NONE,2021-05-24 08:45:00
2035,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S ROCKPORT RD,W COUNTRY CLUB DR,,,,39.136332,-86.548756,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SROCKPORTRDSWCOUNTRYCLUBDR,TRAFFIC CONTROL SIGNAL,2021-05-24 11:40:00
2036,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 2ND ST,N WOODLAWN AVE,,,,39.161312,-86.522576,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ESECONDSTWOODLAWNAVE,STOP SIGN,2021-05-24 14:28:00
2037,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 48,S CURRY PIKE,,,,39.16465,-86.582939,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHCURRYPIKEWEST3RDST,TRAFFIC CONTROL SIGNAL,2021-05-24 14:33:00
2038,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S LEONARD SPRINGS RD,W HEATHERWOOD LN,,,,39.126792,-86.582583,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,SLEONARDSPRINGSRDWHEATHERWOODLN,NONE,2021-05-24 14:52:00
