Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,W COUNTRY CLUB DR,,200.0,N,39.13657739,-86.52912139,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,WALNUTSTWINSLOWRD,LANE CONTROL,2019-10-09 09:43:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 17TH,N FEE LN,,200.0,E,39.17891933,-86.51828632,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTFEELN,TRAFFIC CONTROL SIGNAL,2019-10-09 16:33:00
BLOOMINGTON PD,BLOOMINGTON,2,1.0,2.0,0.0,0.0,,,,N SR 37 BUSINESS,W OLD SR 37,,,,0.0,0.0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,OTHER - EXPLAIN IN NARRATIVE,CASCADESPARKTRLSR37N,TRAFFIC CONTROL SIGNAL,2019-10-09 17:50:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S OLD SR 37,SR 37,,,,0.0,0.0,COUNTY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SOUTHOLDSTRD37RDSR37S,TRAFFIC CONTROL SIGNAL,2019-10-09 10:50:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,1001.0,,,E 17TH,,,,,39.17896,-86.521088,UNKNOWN,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,EAST17THST,NONE,2019-10-09 18:45:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S SARE,E RHORER RD,,,,39.12145,-86.51158,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,RHORERRDSARERD,STOP SIGN,2019-10-09 08:20:00
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,SR 46,E TRAILWAY DR,,5300.0,E,39.16118449,-86.41178299,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,SOUTHTRAILWAYRDSR46E,NONE,2019-10-09 13:23:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 48,S HICKORY DR,,,,39.164832,-86.585856,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,HICKORYDRSR48W,NONE,2019-10-09 15:24:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 17TH,N INDIANA AVE,,,,39.179024,-86.5272,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTINDIANAAVE,NONE,2019-10-10 10:25:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N CURRY,W WOODYARD RD,,,,39.190672,-86.582992,COUNTY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,NORTHCURRYPIKEWESTWOODYARDRD,TRAFFIC CONTROL SIGNAL,2019-10-10 08:53:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,E 10TH,N FEE LN,,200.0,E,39.17161,-86.5190373,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,FEELNTENTHST,LANE CONTROL,2019-10-10 11:15:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0.0,,,,SR 45/46,E 10TH ST,,,,39.17156,-86.50234,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,10THSTSR46S,TRAFFIC CONTROL SIGNAL,2019-10-11 08:10:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S COLLEGE MALL RD,,500.0,W,39.16464,-86.534816,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EAST3RDSTSOUTHCOLLEGEMALL,NONE,2019-10-11 13:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,E 3RD ST,,500.0,N,39.16619049,-86.46728758,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTSTRD46RD,NONE,2019-10-11 14:07:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,N COLLEGE AVE,,,,39.186352,-86.534704,STATE ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NCOLLEGEAVESR4546E,TRAFFIC CONTROL SIGNAL,2019-10-11 09:04:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,SR 45,N RANGE RD,,,,39.171504,-86.495312,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTRANGERD,TRAFFIC CONTROL SIGNAL,2019-10-11 08:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,E 17TH ST,,500.0,S,39.17866376,-86.50618143,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E17THSTSTATEROAD46RD,NONE,2019-10-11 18:33:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,E 17TH ST,,,,39.17984,-86.507088,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,17THSTSR45S,TRAFFIC CONTROL SIGNAL,2019-10-11 17:20:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,W 2ND,S ROGERS ST,,,,39.16139,-86.5387,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,SROGERSSTW2NDST,TRAFFIC CONTROL SIGNAL,2019-10-11 17:37:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,E ATWATER AVE,,,,39.16444,-86.52819,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,ATWATERAVETHIRDST,NONE,2019-10-11 21:35:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N GATES,N JACOB DR,,,,39.16562,-86.576,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NGATESDRWJACOBDR,LANE CONTROL,2019-10-11 12:17:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S JORDAN,E JONES AVE,,,,39.1654,-86.51637,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JONESAVEJORDANAVE,NONE,2019-10-11 16:28:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 37,S OLD SR 37,,,,39.085632,-86.542304,STATE ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHOLDSTATEROAD37RDSR37S,TRAFFIC CONTROL SIGNAL,2019-10-11 08:07:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 37,S WALNUT ST,,,,38.77814,-86.50351,STATE ROAD,N,RURAL,N,N,Y,WORK ON SHOULDER,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,HEAD ON BETWEEN TWO MOTOR VEHICLES,OLDSTRD37RDSR37N,TRAFFIC CONTROL SIGNAL,2019-10-11 04:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,S PARK RIDGE RD,,75.0,E,39.16424,-86.47583139,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,3RDSTPARKRIDGERD,LANE CONTROL,2019-10-11 11:54:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 48,W VERNAL PIKE,,1000.0,W,0.0,0.0,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SR48WWVERNALPIKE,NO PASSING ZONE,2019-10-11 07:30:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 37,S VICTOR PIKE,,,,39.105552,-86.551104,STATE ROAD,N,RURAL,N,N,Y,LANE CLOSURE,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SVICTORPIKESR37S,TRAFFIC CONTROL SIGNAL,2019-10-11 16:59:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E SAMPLE,W OLD SR 37,,1000.0,W,39.25884886,-86.50462726,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,OLDSTATEROAD37RDSAMPLERD,NONE,2019-10-11 16:16:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S FAIRFAX,S WALNUT ST PIKE,,,,39.10719,-86.52648,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,SFAIRFAXRDSWALNUTSTREETPIKE,NONE,2019-10-11 08:03:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,E 11TH,N FESS AVE,,,,39.17344,-86.525792,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E11THSTNFESSAVE,STOP SIGN,2019-10-11 18:26:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E HILLSIDE,S MAXWELL ST,,200.0,E,39.150576,-86.515088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EHILLSIDEDRSMAXWELLST,NONE,2019-10-11 16:49:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,E RAMP CREEK,S LUCAS LN,,1732.0,E,39.07117,-86.49870981,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,LUCASRDRAMPCREEKRD,NONE,2019-10-11 18:03:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N BRUMMETTS CREEK,SR 45,,,,39.230544,-86.42,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ESTATEROAD45RDNBRUMMETTSCREEKRD,LANE CONTROL,2019-10-11 12:53:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N DUNN,E VARSITY LN,,,,39.182976,-86.528416,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,EVARSITYLNNDUNNST,NONE,2019-10-11 21:51:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N GRANT,E 19TH ST,,100.0,W,39.18104,-86.529696,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E19THSTNGRANTST,NONE,2019-10-11 18:00:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S CURRY,W BEASLEY DR,,,,39.14917,-86.5826,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,BEASLEYDRSOUTHCURRYPIKE,NONE,2019-10-11 09:10:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W FULLERTON,S LEONARD SPRINGS RD,,300.0,E,39.123376,-86.582592,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,RAN OFF ROAD,SLEONARDSPRINGSRDWFULLERTONPIKE,NO PASSING ZONE,2019-10-11 18:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,S PETE ELLIS DR,,100.0,W,39.16423651,-86.49544078,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,3RDSTPETEELLISDR,NONE,2019-10-12 19:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N COLLEGE,W 7TH ST,,,,39.168656,-86.534784,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,7THSTCOLLEGEAVE,NONE,2019-10-12 09:04:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E 3RD,S HIGHLAND AVE,,,,39.16427,-86.51772,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,HIGHLANDAVETHIRDST,NONE,2019-10-12 16:55:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,E SAMPLE RD,Y,,,39.27125,-86.52750503,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE SPEED,OTHER - EXPLAIN IN NARRATIVE,I69NSAMPLERD,ROUNDABOUT INTERSECTION,2019-10-12 18:30:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 37,S ZIKES RD,,100.0,S,39.04918134,-86.53588594,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,SZIKESRDSR37S,NONE,2019-10-12 20:13:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,E 15TH,N LINCOLN ST,,,,39.176896,-86.53088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E15THSTNLINCOLNST,STOP SIGN,2019-10-12 10:42:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 4TH,S WASHINGTON ST,,,,39.165648,-86.5324,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,4THSTWASHINGTONST,STOP SIGN,2019-10-12 10:11:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,,,,,41.21841477,-85.10442919,INTERSTATE,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,I69N118.5,NONE,2019-10-12 02:23:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N CLARK,E 7TH ST,,,,39.168224,-86.504832,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,REAR END,E7THSTNCLARKST,STOP SIGN,2019-10-12 22:51:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N INDIANA,E 10TH ST,,,,39.17167,-86.527,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,INDIANAAVETENTHST,NONE,2019-10-12 16:34:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,3.0,0.0,0.0,,,,N WALNUT,,,,,39.186368,-86.5344,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTSR46W,TRAFFIC CONTROL SIGNAL,2019-10-12 15:35:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S DUNN,E 4TH ST,,,,39.165648,-86.528144,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,REAR END,E4THSTSDUNNST,STOP SIGN,2019-10-12 00:54:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S ENDWRIGHT,W AIRPORT RD,,,,39.136848,-86.5964,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,AIRPORTRDENDWRIGHTRD,STOP SIGN,2019-10-12 23:29:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W BELLE,S VILLAGE CT,,,,39.163552,-86.583792,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,SVILLAGECTWBELLEAVE,STOP SIGN,2019-10-12 23:18:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,SR 45/46,N DUNN ST,,,,39.186352,-86.528496,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NDUNNSTSR46W,TRAFFIC CONTROL SIGNAL,2019-10-13 21:15:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,N RANGE RD,,,,39.171504,-86.495312,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,RANGERDSR46RD,NONE,2019-10-13 16:00:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,E DILLMAN,,,500.0,E,39.09283,-86.52780326,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,EDILLMANRDEMPIRERD,NONE,2019-10-13 19:43:00
ISP BLOOMINGTON 33,HARRODSBURG,1,,0.0,0.0,1.0,,,,SR 37,,,0.0,S,39.00890123,-86.537409,STATE ROAD,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,,,2019-10-13 20:40:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W SMITH,S JACKSON ST,,,,39.16288,-86.53993,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,JACKSONSTSMITHAVE,NONE,2019-10-13 02:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,KINGSTON DR S,,100.0,W,39.16424,-86.492944,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,E3RDSTSKINGSTONDR,NONE,2019-10-14 08:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,N DUNN ST,,,,39.186352,-86.528496,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,DUNNSTSR4546BYP,TRAFFIC CONTROL SIGNAL,2019-10-14 17:38:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,SR 46,N LAKEVIEW DR,,,,39.221152,-86.6056,STATE ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NLAKEVIEWDRSR46W,STOP SIGN,2019-10-14 06:42:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E EARL YOUNG,,,1170.0,S,39.10032066,-86.45448,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,GRAVEL,RAN OFF ROAD RIGHT,RAN OFF ROAD,EEARLYOUNGRDEVERETTARNOLDLN,NONE,2019-10-14 17:30:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,I-69 N,,,0.0,N,41.16101667,-85.10786235,INTERSTATE,N,URBAN,N,Y,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69N114.5,NONE,2019-10-14 04:38:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,1.0,,,,I-69 S,,,0.0,S,39.09489385,-86.5655703,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,,,2019-10-14 16:40:00
